"ионный фильтр";"ионнофильтр";1
"угольный фильтр";"угольный фильтр";1
"угольный фильтр";"углефильтр";1
"голубой";"голубой";1
"голубой";"светло-голубой";1
"голубой";"темно-голубой";1
"голубой";"синий";1
"Минимальная температура в режиме охлаждения";"Минимальная температура в режиме охлаждения";1
"Минимальная температура в режиме охлаждения";"Минимальная температура охлаждения";1
"Пульт управления";"Пульт управления";1
"Пульт управления";"Пульт контроля";1
"электростатический фильтр";"электростатический фильтр";1
"электростатический фильтр";"электрофильтр";1
"потолочная";"потолочная";1
"потолочная";"подвесная";1
"Silver Ion фильтр";"Silver Ion фильтр";1
"Silver Ion фильтр";"серебро-ионный фильтр";1
"Цвет";"Цвет";1
"Цвет";"Оттенок";1
"металлический фильтр";"металлический фильтр";1
"металлический фильтр";"стальной фильтр";1
"Установка внутреннего блока";"Установка внутреннего блока";1
"Установка внутреннего блока";"Размещение внутреннего блока";1
"белый";"белый";1
"белый";"серый";1
"Размеры наружного блока сплит-системы или оконного кондиционера (ШxВxГ)";"Размеры наружного блока сплит-системы или оконного кондиционера (ШxВxГ)";1
"Размеры наружного блока сплит-системы или оконного кондиционера (ШxВxГ)";"Размеры блока, наружный(ШxВxГ)";1
"черный";"черный";1
"черный";"серый";1
"фильтр с экстрактом ГИНКГО";"фильтр с экстрактом ГИНКГО";1
"фильтр с экстрактом ГИНКГО";"фильтр с ГИНКГО";1
"регулировка направления воздушного потока";"регулировка направления воздушного потока";1
"регулировка направления воздушного потока";"регулировка воздушного потока";1
"серый";"серый";1
"серый";"мокрый асфальт";1
"нерж.сталь";"нерж.сталь";1
"нерж.сталь";"нержавеющая сталь";1
"фотокаталитический фильтр";"фотокаталитический фильтр";1
"фотокаталитический фильтр";"фотофильтр";1
"сплит-система";"сплит-система";1
"сплит-система";"сплит";1
"нано-фильтр";"нано-фильтр";1
"нано-фильтр";"нано фильтр";1
"Обслуживаемая площадь";"Обслуживаемая площадь";1
"Обслуживаемая площадь";"Площадь обслуживания";1
"SUPER OXI DEO фильтр";"SUPER OXI DEO фильтр";1
"SUPER OXI DEO фильтр";"окси део фильтр";1
"Режим осушения";"Режим осушения";1
"Режим осушения";"Режим сушки";1
"антиаллергенный фильтр";"антиаллергенный фильтр";1
"антиаллергенный фильтр";"противоаллергенный фильтр";1
"антиклещевой фильтр";"антиклещевой фильтр";1
"антиклещевой фильтр";"противоклещевой фильтр";1
"Серебряный фильтр с экстрактом  женьшеня";"Серебряный фильтр с экстрактом женьшеня";1
"Серебряный фильтр с экстрактом  женьшеня";"Фильтр с экстрактом женьшеня";1
"Серебряный фильтр с экстрактом  женьшеня";"Серебряный фильтр";1
"дезодорирующий фильтр";"дезодорирующий фильтр";1
"дезодорирующий фильтр";"деофильтр";1
"SUPER alleru-buster фильтр";"SUPER alleru-buster фильтр";1
"SUPER alleru-buster фильтр";"Alleru-buster фильтр";1
"датчик движения";"датчик движения";1
"датчик движения";"отслеживание движения";1
"серебристый";"серебристый";1
"серебристый";"серый";1
"напольная";"напольная";1
"напольная";"вертикальная";1
"Прочее";"Прочее";1
"Прочее";"Разное";1
"автоперезапуск";"автоперезапуск";1
"автоперезапуск";"авторестарт";1
"мобильная сплит-система";"мобильная сплит-система";1
"мобильная сплит-система";"мобильная система";1
"Воздушный фильтр";"Воздушный фильтр";1
"Воздушный фильтр";"Воздухофильтр";1
"Число внутренних блоков";"Число внутренних блоков";1
"Число внутренних блоков";"Число блоков";1
"антибактериальный фильтр";"антибактериальный фильтр";1
"антибактериальный фильтр";"противобактериальный фильтр";1
"Уровень шума";"Уровень шума";1
"Уровень шума";"Шумность";1
"Режим обогрева";"Режим обогрева";1
"Режим обогрева";"Режим нагрева";1
"противоплесневый фильтр";"противоплесневый фильтр";1
"противоплесневый фильтр";"антиплесный фильтр";1
"био фильтр";"био фильтр";1
"био фильтр";"биофильтр";1
"под дерево";"под дерево";1
"под дерево";"под дуб";1
"титаново-апатитный фильтр";"титаново-апатитный фильтр";1
"титаново-апатитный фильтр";"апатитный фильтр";1
"титаново-апатитный фильтр";"титановый фильтр";1
"синий";"синий";1
"синий";"светло-синий";1
"синий";"темно-синий";1
"система против образования льда";"система против образования льда";1
"система против образования льда";"противооблединительная система";1
